elevation,soil_depth,clay_content,annual_rainfall,distance_to_river,ndvi_score,month,risk_score
627.0,239.0,31.6,2159.0,42.0,0.6,12,47.1
963.0,187.0,60.8,1505.0,45.7,0.56,3,61.1
920.0,179.0,64.7,1525.0,5.2,0.31,8,45.5
248.0,80.0,12.2,1086.0,3.4,0.32,4,82.0
10.0,152.0,36.4,2139.0,25.4,0.33,10,32.3
310.0,297.0,8.2,1557.0,15.3,0.64,7,26.6
151.0,153.0,18.9,600.0,35.8,0.2,10,53.6
123.0,280.0,33.6,946.0,35.0,0.13,12,43.2
588.0,85.0,49.1,685.0,33.3,0.58,11,64.5
940.0,25.0,60.5,1525.0,32.6,0.37,4,100.0
250.0,173.0,26.3,453.0,18.0,0.24,5,72.7
879.0,108.0,8.3,1506.0,30.4,0.4,2,89.9
1080.0,238.0,65.9,771.0,35.9,0.58,7,69.3
1119.0,38.0,8.2,2404.0,29.3,0.49,3,100.0
1025.0,22.0,31.8,1752.0,30.1,0.17,3,100.0
635.0,199.0,54.8,1017.0,47.4,0.39,10,47.7
1175.0,149.0,57.7,244.0,2.4,0.79,5,79.9
745.0,241.0,18.1,1977.0,48.9,0.11,10,39.5
312.0,15.0,14.9,2114.0,24.7,0.35,7,97.6
510.0,19.0,22.5,1554.0,3.3,0.79,5,65.9
1071.0,22.0,46.7,1698.0,37.1,0.31,7,86.8
667.0,272.0,52.0,1517.0,19.2,0.12,1,35.0
909.0,259.0,19.9,1671.0,43.3,0.4,8,61.7
27.0,256.0,15.9,2190.0,8.6,0.24,10,0.0
437.0,166.0,26.2,1744.0,14.2,0.7,5,48.0
1024.0,77.0,18.9,1966.0,37.3,0.26,1,80.3
1180.0,285.0,47.2,1850.0,37.4,0.73,3,43.0
136.0,92.0,49.6,2324.0,49.1,0.39,4,48.3
474.0,86.0,38.3,1598.0,35.7,0.44,8,58.7
694.0,133.0,61.4,1433.0,41.4,0.18,7,73.3
944.0,193.0,58.6,2070.0,40.8,0.49,7,58.6
125.0,265.0,57.8,1526.0,12.2,0.28,4,0.0
659.0,189.0,17.0,1749.0,27.8,0.22,6,64.3
395.0,21.0,32.0,507.0,31.6,0.13,10,100.0
574.0,57.0,29.3,1257.0,27.7,0.69,8,83.2
208.0,282.0,56.0,1687.0,43.3,0.32,2,20.1
766.0,98.0,21.3,1613.0,12.7,0.72,4,59.8
841.0,93.0,52.3,1317.0,16.6,0.79,12,71.0
116.0,151.0,40.2,1145.0,6.3,0.12,4,41.8
982.0,270.0,52.1,259.0,11.7,0.62,9,44.9
1185.0,211.0,18.1,1044.0,5.9,0.7,6,55.2
176.0,14.0,58.4,2342.0,25.8,0.75,6,44.2
863.0,16.0,43.4,349.0,19.4,0.67,9,86.7
674.0,41.0,28.6,1752.0,42.6,0.64,6,85.9
14.0,37.0,30.2,716.0,4.6,0.32,11,48.0
72.0,89.0,7.9,2290.0,25.8,0.75,8,59.0
312.0,18.0,36.4,2139.0,24.6,0.31,11,68.6
183.0,218.0,39.9,1739.0,33.6,0.71,3,27.3
237.0,122.0,29.9,1646.0,25.9,0.33,6,42.0
368.0,17.0,32.5,610.0,1.7,0.78,8,67.6
114.0,176.0,21.7,1497.0,46.2,0.55,7,46.2
894.0,119.0,8.5,2059.0,5.8,0.14,6,87.6
1040.0,197.0,37.6,2033.0,13.0,0.11,3,67.4
390.0,215.0,49.4,326.0,36.1,0.29,12,59.1
316.0,179.0,58.3,1971.0,38.3,0.53,7,36.1
338.0,194.0,54.5,1920.0,24.0,0.72,2,31.3
1164.0,261.0,67.9,778.0,23.4,0.25,9,56.0
519.0,185.0,12.1,702.0,12.3,0.63,10,77.7
20.0,19.0,16.8,656.0,38.9,0.19,4,100.0
685.0,281.0,15.2,2394.0,8.8,0.42,6,25.2
658.0,122.0,33.1,546.0,15.1,0.67,12,63.4
298.0,236.0,26.7,1294.0,7.4,0.34,9,23.9
946.0,60.0,62.7,1616.0,13.8,0.31,8,49.8
711.0,246.0,35.5,207.0,33.3,0.73,5,86.4
708.0,141.0,22.9,1903.0,15.3,0.4,9,41.8
500.0,105.0,8.7,588.0,49.0,0.62,2,79.6
863.0,284.0,19.0,1998.0,34.1,0.47,1,60.8
1062.0,280.0,43.0,1716.0,6.5,0.13,11,29.2
488.0,15.0,54.6,2224.0,25.0,0.71,5,65.5
299.0,55.0,26.8,2083.0,22.2,0.55,11,43.7
87.0,196.0,48.4,2302.0,26.0,0.66,7,27.5
523.0,57.0,36.6,1319.0,35.7,0.43,5,93.1
853.0,291.0,57.0,1037.0,44.1,0.55,10,42.9
98.0,220.0,11.6,1751.0,49.5,0.43,11,18.5
1183.0,209.0,22.5,604.0,5.8,0.64,2,65.7
185.0,53.0,13.4,417.0,35.0,0.53,8,90.8
328.0,292.0,16.7,584.0,35.9,0.38,3,65.5
112.0,83.0,54.8,1316.0,25.8,0.23,3,63.0
41.0,184.0,21.3,751.0,0.8,0.55,3,39.9
143.0,85.0,64.2,2460.0,10.5,0.58,8,9.4
764.0,233.0,34.6,610.0,4.9,0.55,7,34.3
535.0,242.0,13.4,2009.0,22.5,0.12,10,60.0
666.0,77.0,36.7,1503.0,38.3,0.3,6,70.6
439.0,94.0,60.9,1179.0,22.8,0.3,4,73.4
296.0,51.0,12.3,1720.0,48.3,0.59,7,67.6
133.0,192.0,44.7,815.0,20.2,0.27,8,45.3
923.0,152.0,56.1,1184.0,0.6,0.13,10,42.1
594.0,127.0,49.0,1554.0,9.2,0.56,9,19.1
823.0,143.0,18.7,416.0,7.5,0.34,5,94.2
954.0,242.0,59.9,1790.0,21.3,0.8,4,53.6
175.0,252.0,25.8,1111.0,30.7,0.19,3,50.0
331.0,246.0,60.5,1696.0,22.9,0.69,9,17.3
279.0,33.0,13.8,2378.0,36.6,0.17,12,99.9
16.0,245.0,12.5,1132.0,1.9,0.48,8,21.9
390.0,215.0,16.5,1245.0,28.8,0.51,5,57.0
1175.0,273.0,6.1,651.0,46.9,0.32,8,100.0
136.0,262.0,60.2,2018.0,41.7,0.51,7,4.1
851.0,250.0,12.0,1222.0,34.7,0.52,5,89.8
993.0,61.0,20.2,1010.0,18.3,0.35,10,62.0
73.0,140.0,28.9,545.0,47.4,0.8,12,56.5
1014.0,146.0,51.4,310.0,32.5,0.68,8,85.3
481.0,114.0,15.9,1259.0,7.1,0.67,1,45.4
1187.0,233.0,26.7,370.0,40.9,0.57,12,84.0
1079.0,225.0,16.5,1982.0,25.7,0.27,10,47.8
1145.0,54.0,47.4,631.0,29.1,0.73,6,95.3
1125.0,192.0,55.5,1691.0,13.2,0.33,9,31.4
624.0,148.0,49.6,397.0,6.1,0.6,6,70.9
193.0,144.0,40.2,2281.0,1.3,0.18,8,9.5
324.0,22.0,14.2,1244.0,5.5,0.57,2,80.6
971.0,255.0,28.2,2483.0,22.8,0.76,6,44.8
85.0,83.0,12.6,1759.0,33.8,0.49,11,56.4
255.0,258.0,11.7,1553.0,13.1,0.57,8,33.1
892.0,114.0,54.1,893.0,12.3,0.61,8,57.8
933.0,229.0,29.6,2386.0,30.9,0.43,8,61.5
1034.0,179.0,54.7,2459.0,11.0,0.37,6,42.7
1078.0,265.0,52.9,472.0,19.4,0.51,9,43.2
485.0,29.0,15.4,1809.0,2.4,0.24,1,46.5
1053.0,26.0,55.8,483.0,7.5,0.4,12,100.0
702.0,104.0,64.1,1013.0,11.4,0.38,8,51.5
110.0,31.0,66.9,1716.0,43.2,0.55,7,46.8
620.0,195.0,48.0,783.0,48.2,0.74,11,65.9
832.0,169.0,12.9,1606.0,11.3,0.32,3,78.1
1053.0,267.0,59.9,2372.0,19.0,0.21,4,43.0
461.0,209.0,63.8,2017.0,13.5,0.3,5,21.0
804.0,228.0,52.4,708.0,18.3,0.42,10,52.8
1086.0,87.0,57.4,1359.0,38.8,0.5,2,80.0
367.0,173.0,10.9,2062.0,32.0,0.59,3,68.2
326.0,142.0,23.4,1681.0,42.2,0.37,7,51.2
445.0,160.0,10.8,513.0,40.0,0.33,12,82.3
865.0,140.0,8.8,1627.0,27.0,0.5,11,75.7
494.0,156.0,6.2,2487.0,20.7,0.11,2,70.1
7.0,22.0,54.6,929.0,41.7,0.54,3,70.1
858.0,281.0,54.3,1062.0,36.9,0.2,7,56.6
907.0,213.0,15.6,2160.0,44.0,0.26,3,60.1
1186.0,90.0,61.2,2076.0,8.5,0.21,8,53.7
784.0,127.0,11.1,648.0,2.5,0.54,5,74.2
400.0,167.0,69.4,1991.0,15.3,0.74,11,2.8
684.0,108.0,65.3,616.0,47.0,0.65,7,65.2
784.0,154.0,34.4,2147.0,33.2,0.14,3,75.9
757.0,76.0,15.6,947.0,35.0,0.56,5,84.9
633.0,45.0,30.7,1728.0,22.4,0.2,3,96.1
854.0,27.0,54.1,2275.0,45.3,0.77,6,77.4
127.0,39.0,57.4,554.0,7.4,0.49,5,66.6
78.0,262.0,49.4,2494.0,29.6,0.76,3,21.9
1050.0,210.0,44.6,1444.0,31.5,0.23,2,66.8
445.0,68.0,43.4,1414.0,34.8,0.21,11,61.7
211.0,14.0,26.5,2196.0,11.2,0.13,11,63.7
301.0,130.0,11.5,730.0,2.3,0.4,12,59.9
528.0,145.0,55.9,837.0,15.3,0.54,8,49.0
1147.0,214.0,23.5,1694.0,22.4,0.33,7,60.3
1160.0,18.0,60.2,424.0,11.5,0.11,4,100.0
1015.0,288.0,13.1,1326.0,5.9,0.21,6,76.9
868.0,68.0,60.3,751.0,10.7,0.52,8,82.5
497.0,74.0,47.3,1390.0,15.7,0.74,8,52.0
744.0,102.0,51.5,2341.0,38.8,0.17,10,49.5
984.0,264.0,33.6,2269.0,49.7,0.58,8,45.9
1085.0,136.0,33.7,2262.0,28.6,0.55,1,65.1
1149.0,168.0,6.8,1229.0,45.0,0.24,12,100.0
16.0,194.0,22.0,1883.0,20.4,0.26,12,30.4
279.0,204.0,5.7,2069.0,8.7,0.59,9,14.0
565.0,170.0,55.0,570.0,0.9,0.21,12,49.7
508.0,215.0,39.3,2438.0,14.7,0.7,1,22.5
845.0,12.0,30.9,986.0,3.9,0.42,11,80.0
897.0,249.0,66.6,2369.0,34.8,0.8,1,33.7
546.0,279.0,63.5,1408.0,48.8,0.17,5,65.7
29.0,88.0,27.5,1910.0,44.3,0.24,8,40.7
318.0,137.0,6.2,516.0,34.6,0.5,12,88.2
838.0,90.0,5.3,287.0,22.6,0.5,9,100.0
76.0,75.0,17.7,325.0,11.4,0.2,7,59.5
943.0,196.0,52.1,925.0,36.0,0.44,10,60.5
1137.0,243.0,19.8,2191.0,11.8,0.64,4,39.9
1148.0,51.0,13.7,1108.0,27.8,0.74,2,100.0
253.0,170.0,5.6,1665.0,42.9,0.47,3,75.5
313.0,54.0,19.2,732.0,11.1,0.34,1,72.0
966.0,131.0,39.4,785.0,28.7,0.49,2,88.7
1051.0,116.0,22.0,1584.0,37.9,0.61,10,60.7
241.0,147.0,51.1,1739.0,43.4,0.48,1,43.3
832.0,119.0,8.8,1015.0,13.9,0.33,11,78.7
335.0,185.0,52.2,481.0,2.3,0.12,9,57.1
388.0,21.0,57.8,392.0,32.7,0.38,1,95.1
1067.0,210.0,30.0,236.0,9.6,0.11,12,82.2
612.0,158.0,27.6,1637.0,45.8,0.18,7,71.4
511.0,263.0,20.2,2194.0,44.5,0.58,8,35.6
724.0,59.0,66.7,1503.0,28.2,0.34,12,56.5
171.0,179.0,55.8,1834.0,43.9,0.65,6,17.6
566.0,183.0,15.9,907.0,6.8,0.69,6,52.2
445.0,266.0,8.1,2032.0,23.0,0.43,3,67.7
877.0,207.0,10.7,807.0,1.5,0.77,7,51.0
427.0,282.0,60.1,261.0,11.7,0.27,10,31.6
717.0,300.0,19.2,1685.0,13.9,0.76,9,14.2
741.0,292.0,56.6,1969.0,26.5,0.28,7,27.8
208.0,105.0,12.1,731.0,21.2,0.45,5,100.0
454.0,18.0,58.6,2327.0,13.7,0.61,6,47.5
611.0,150.0,36.1,658.0,30.2,0.66,2,84.8
63.0,145.0,32.3,1845.0,22.3,0.49,4,51.9
142.0,73.0,69.8,2485.0,42.4,0.1,9,28.1
839.0,162.0,16.2,627.0,34.8,0.15,8,97.2
451.0,231.0,19.7,2497.0,25.8,0.66,9,22.5
151.0,222.0,36.7,1920.0,27.4,0.75,5,23.8
799.0,42.0,39.2,2199.0,4.8,0.44,9,51.0
666.0,195.0,26.5,303.0,21.2,0.6,1,96.7
618.0,224.0,6.5,2213.0,29.3,0.35,8,55.3
467.0,175.0,55.4,818.0,20.0,0.65,8,41.0
263.0,24.0,60.3,1449.0,8.2,0.16,4,92.8
812.0,227.0,25.8,1347.0,8.5,0.25,5,68.4
1018.0,236.0,61.7,712.0,46.5,0.16,11,72.3
574.0,246.0,69.7,1807.0,22.4,0.38,1,31.7
762.0,257.0,42.6,477.0,26.1,0.53,10,52.6
239.0,68.0,25.0,2487.0,14.4,0.79,7,32.7
311.0,216.0,28.6,1001.0,30.7,0.45,5,55.8
620.0,78.0,32.4,510.0,48.5,0.43,12,87.7
715.0,16.0,40.1,424.0,35.6,0.28,8,100.0
829.0,178.0,51.9,2221.0,24.0,0.58,9,43.1
498.0,266.0,15.6,684.0,17.1,0.28,10,29.3
836.0,59.0,27.0,321.0,27.1,0.28,2,100.0
335.0,206.0,6.0,1810.0,34.9,0.42,12,56.2
818.0,78.0,63.1,2351.0,15.0,0.44,5,71.9
6.0,64.0,16.0,433.0,49.6,0.45,12,85.3
584.0,71.0,15.7,1778.0,36.0,0.76,9,49.4
423.0,96.0,21.8,1081.0,25.5,0.21,5,85.7
449.0,44.0,42.6,596.0,40.0,0.34,9,79.3
417.0,237.0,11.7,2368.0,26.1,0.59,4,61.6
642.0,110.0,51.0,618.0,19.3,0.67,7,54.6
738.0,259.0,44.2,669.0,3.5,0.52,5,44.8
555.0,150.0,17.6,1695.0,19.3,0.33,8,42.3
1093.0,81.0,33.6,371.0,36.9,0.38,6,100.0
371.0,73.0,49.2,1313.0,15.6,0.64,7,40.0
882.0,159.0,11.9,1096.0,30.4,0.64,1,89.2
75.0,87.0,26.5,276.0,36.0,0.72,1,80.2
606.0,132.0,40.4,1443.0,2.0,0.39,7,35.8
208.0,269.0,5.6,874.0,49.8,0.35,12,69.7
561.0,153.0,10.1,1634.0,2.0,0.7,11,28.8
340.0,60.0,17.2,587.0,49.9,0.74,9,71.5
1186.0,262.0,53.1,845.0,31.1,0.17,9,68.0
357.0,298.0,29.7,722.0,14.9,0.11,6,51.6
927.0,180.0,32.7,215.0,6.0,0.18,4,100.0
719.0,182.0,19.9,2412.0,21.6,0.26,8,59.0
431.0,125.0,13.9,2061.0,4.0,0.13,8,53.8
537.0,286.0,37.9,686.0,10.3,0.48,10,50.1
678.0,96.0,24.8,2217.0,0.9,0.62,1,32.6
723.0,255.0,42.7,1621.0,19.6,0.4,10,6.8
663.0,183.0,24.1,2052.0,41.2,0.32,11,47.3
14.0,118.0,63.2,1340.0,13.7,0.44,5,37.0
207.0,132.0,32.5,308.0,25.8,0.55,3,83.8
708.0,61.0,11.8,2448.0,28.6,0.78,5,97.9
522.0,112.0,33.9,2240.0,46.5,0.79,11,52.1
922.0,100.0,46.8,1394.0,24.2,0.69,9,67.3
909.0,16.0,57.1,960.0,2.2,0.65,10,62.9
426.0,89.0,32.7,1923.0,15.7,0.72,2,43.9
243.0,123.0,29.4,438.0,24.1,0.24,7,77.9
56.0,82.0,61.6,964.0,36.7,0.62,3,62.7
372.0,265.0,34.0,1473.0,32.2,0.66,9,36.3
833.0,112.0,17.6,1132.0,28.6,0.34,9,81.7
976.0,55.0,47.3,2033.0,37.7,0.15,2,76.6
874.0,96.0,39.5,1112.0,9.5,0.4,3,90.2
47.0,205.0,46.1,2242.0,11.3,0.66,11,0.0
93.0,60.0,39.4,2080.0,3.2,0.36,7,12.4
664.0,177.0,51.2,1497.0,36.0,0.55,4,66.4
230.0,89.0,44.5,919.0,26.7,0.75,2,63.2
695.0,16.0,69.8,2428.0,33.2,0.22,11,65.9
549.0,225.0,64.0,2326.0,33.4,0.64,9,23.9
50.0,159.0,23.7,743.0,31.6,0.75,12,51.7
247.0,260.0,54.8,1214.0,41.4,0.36,6,42.3
167.0,119.0,13.9,2402.0,21.2,0.31,1,55.2
768.0,27.0,14.3,1770.0,20.1,0.77,5,97.7
697.0,212.0,42.6,1623.0,42.0,0.68,5,45.6
866.0,293.0,6.9,322.0,10.1,0.3,10,75.4
75.0,219.0,17.6,756.0,29.9,0.72,6,33.6
156.0,219.0,33.7,860.0,2.8,0.63,7,8.3
1147.0,83.0,24.9,2377.0,16.2,0.26,11,56.7
37.0,80.0,26.8,2026.0,48.3,0.21,3,53.0
435.0,279.0,66.0,2220.0,16.1,0.74,1,0.1
439.0,215.0,36.2,1807.0,13.5,0.73,10,11.6
975.0,219.0,34.3,2342.0,22.5,0.16,11,60.8
42.0,104.0,39.2,2160.0,21.5,0.68,6,28.8
231.0,106.0,19.9,325.0,10.2,0.5,9,63.4
632.0,141.0,22.8,353.0,40.6,0.65,1,95.5
738.0,26.0,27.8,1617.0,45.3,0.68,3,83.4
1095.0,272.0,49.0,767.0,44.9,0.48,8,64.1
337.0,162.0,46.3,2226.0,25.9,0.28,8,34.4
321.0,91.0,29.2,646.0,28.9,0.79,8,79.3
1051.0,194.0,66.2,1322.0,15.2,0.66,2,50.8
67.0,90.0,55.1,2122.0,4.8,0.31,6,14.1
435.0,63.0,10.0,2428.0,39.0,0.25,11,65.3
932.0,142.0,33.2,512.0,15.9,0.76,10,63.6
431.0,203.0,31.4,362.0,11.2,0.23,4,61.2
1160.0,58.0,63.9,367.0,1.6,0.46,11,63.8
632.0,99.0,64.7,1755.0,29.1,0.34,7,62.5
105.0,144.0,41.5,728.0,5.0,0.56,6,37.0
915.0,84.0,11.5,2461.0,41.5,0.52,6,91.9
303.0,156.0,13.0,1606.0,19.0,0.16,3,77.6
840.0,190.0,69.4,350.0,8.9,0.49,7,81.4
521.0,245.0,47.9,1447.0,9.3,0.17,1,38.1
554.0,199.0,25.9,1196.0,49.3,0.13,7,82.3
957.0,233.0,51.8,1295.0,36.3,0.39,7,64.8
878.0,37.0,26.8,1805.0,41.2,0.33,8,91.6
216.0,110.0,15.6,1650.0,40.9,0.14,3,68.6
821.0,186.0,14.7,700.0,4.7,0.21,12,87.3
772.0,178.0,57.5,1092.0,4.7,0.19,8,53.2
254.0,257.0,43.7,2494.0,32.4,0.38,6,32.1
482.0,168.0,37.0,955.0,34.7,0.56,2,52.5
68.0,23.0,25.6,427.0,43.7,0.59,1,83.4
430.0,49.0,24.0,2055.0,6.8,0.26,5,71.9
357.0,213.0,31.5,1662.0,47.7,0.61,2,27.1
806.0,162.0,29.6,463.0,42.7,0.7,5,100.0
521.0,53.0,55.8,749.0,8.6,0.3,10,63.1
780.0,212.0,29.5,2466.0,40.4,0.23,9,36.5
82.0,188.0,55.4,630.0,31.6,0.65,3,61.2
301.0,65.0,61.2,2448.0,31.7,0.6,5,59.4
448.0,284.0,23.3,814.0,28.3,0.24,9,34.3
1116.0,85.0,43.3,1249.0,5.0,0.74,12,67.8
560.0,154.0,36.6,1169.0,23.5,0.51,9,63.0
913.0,282.0,27.9,638.0,4.7,0.41,9,45.5
933.0,48.0,6.1,259.0,10.1,0.31,5,100.0
702.0,109.0,7.8,1942.0,7.2,0.38,6,60.9
295.0,117.0,23.8,2014.0,33.9,0.46,12,57.1
946.0,21.0,62.2,1136.0,5.0,0.23,3,90.3
87.0,72.0,9.9,2382.0,50.0,0.42,6,55.9
691.0,148.0,66.2,492.0,13.3,0.5,1,73.0
115.0,38.0,59.7,459.0,47.1,0.47,9,75.0
270.0,119.0,41.0,1107.0,36.6,0.1,11,60.4
178.0,180.0,60.5,544.0,9.8,0.78,12,24.4
20.0,48.0,49.7,2350.0,32.7,0.44,2,53.3
212.0,119.0,33.3,721.0,46.3,0.41,10,64.9
153.0,188.0,26.4,880.0,19.6,0.37,9,21.5
967.0,267.0,16.9,346.0,25.5,0.28,8,82.5
1112.0,243.0,38.4,2230.0,33.6,0.35,7,58.0
306.0,298.0,21.7,2096.0,7.2,0.38,11,2.0
807.0,244.0,56.8,605.0,24.1,0.46,9,52.7
343.0,24.0,21.0,1752.0,10.3,0.32,7,60.5
962.0,74.0,54.3,2431.0,43.4,0.55,1,69.5
768.0,187.0,57.2,1695.0,19.5,0.71,3,38.5
395.0,23.0,31.2,1108.0,39.2,0.26,9,87.4
108.0,242.0,28.8,737.0,20.0,0.49,10,23.9
591.0,226.0,43.6,441.0,23.6,0.5,8,75.3
525.0,74.0,38.7,323.0,14.6,0.76,4,100.0
572.0,171.0,59.8,1711.0,7.5,0.1,4,50.1
915.0,211.0,8.3,313.0,48.1,0.56,10,96.0
989.0,84.0,38.0,2031.0,25.6,0.8,3,92.3
181.0,110.0,58.8,2442.0,24.5,0.14,4,39.7
589.0,111.0,15.0,609.0,26.1,0.59,6,74.7
873.0,211.0,33.7,1636.0,40.5,0.65,9,41.2
656.0,134.0,66.1,2109.0,49.6,0.48,2,47.1
548.0,115.0,58.4,1179.0,24.6,0.16,12,80.9
95.0,71.0,55.3,1518.0,32.6,0.79,12,37.3
875.0,113.0,51.3,778.0,31.6,0.52,10,71.1
640.0,36.0,31.3,1949.0,22.0,0.52,9,74.4
410.0,19.0,53.4,2489.0,43.0,0.53,9,44.5
624.0,284.0,40.8,1604.0,49.8,0.2,2,33.5
1185.0,76.0,22.4,1727.0,33.5,0.71,1,79.5
434.0,210.0,58.3,759.0,9.0,0.54,5,36.3
396.0,160.0,13.7,1019.0,41.7,0.76,9,66.6
870.0,248.0,25.5,2336.0,15.6,0.37,12,34.5
433.0,149.0,23.2,1330.0,3.7,0.19,7,50.7
163.0,13.0,8.2,1187.0,31.8,0.23,11,87.8
551.0,266.0,52.4,694.0,29.5,0.11,11,52.7
368.0,31.0,54.0,726.0,12.6,0.53,10,66.3
96.0,281.0,46.0,224.0,46.9,0.76,3,53.9
863.0,55.0,58.1,972.0,17.5,0.32,1,76.8
1164.0,275.0,55.3,2278.0,6.1,0.63,5,36.9
1032.0,141.0,56.0,1696.0,13.0,0.36,10,38.0
124.0,60.0,62.3,1864.0,29.2,0.35,9,19.9
512.0,18.0,49.5,1226.0,14.7,0.13,7,83.6
1080.0,181.0,34.9,1518.0,29.9,0.21,9,53.9
92.0,297.0,29.8,1916.0,37.7,0.77,2,11.6
1115.0,128.0,22.7,2367.0,14.6,0.35,7,59.4
491.0,213.0,51.5,2488.0,20.5,0.63,2,22.9
88.0,249.0,59.6,1059.0,12.9,0.38,5,14.8
1200.0,254.0,27.7,1165.0,1.0,0.51,11,34.7
643.0,237.0,25.9,763.0,31.4,0.64,2,67.6
335.0,169.0,33.2,2333.0,43.9,0.55,10,42.0
682.0,115.0,39.5,2025.0,26.0,0.26,6,59.4
1098.0,194.0,52.9,1311.0,19.2,0.53,11,37.1
909.0,170.0,61.9,2410.0,45.3,0.41,3,67.3
499.0,141.0,27.8,2392.0,41.0,0.1,10,57.3
338.0,262.0,21.4,424.0,21.4,0.21,12,76.2
498.0,221.0,8.0,1791.0,49.0,0.11,8,65.2
160.0,261.0,68.9,1230.0,47.9,0.44,3,37.1
910.0,209.0,34.5,2309.0,33.2,0.29,12,58.5
318.0,235.0,47.4,375.0,40.3,0.16,2,75.1
882.0,224.0,69.2,1743.0,0.9,0.39,2,21.5
312.0,98.0,27.9,1902.0,8.9,0.56,10,31.3
145.0,167.0,15.4,810.0,43.2,0.79,12,45.3
1010.0,259.0,22.3,574.0,43.5,0.79,7,69.6
359.0,250.0,27.1,1201.0,17.8,0.13,4,58.2
1137.0,194.0,11.4,432.0,23.6,0.71,10,100.0
649.0,53.0,12.0,1280.0,16.9,0.71,8,84.2
1069.0,113.0,53.8,1816.0,37.2,0.79,12,58.6
847.0,208.0,59.2,1118.0,48.3,0.27,8,59.3
580.0,201.0,23.4,1752.0,21.2,0.33,4,55.0
1001.0,173.0,55.5,2082.0,12.8,0.21,9,31.6
1059.0,105.0,58.6,319.0,34.9,0.79,3,100.0
812.0,220.0,53.0,2108.0,40.7,0.5,9,29.8
312.0,64.0,32.8,2157.0,23.2,0.6,6,56.7
225.0,81.0,60.5,1365.0,30.9,0.68,1,67.9
23.0,296.0,55.9,2471.0,0.5,0.44,2,0.0
550.0,297.0,15.7,2290.0,18.3,0.26,1,33.3
793.0,14.0,60.3,2435.0,37.7,0.25,7,73.0
656.0,53.0,26.9,1132.0,40.9,0.6,8,77.8
1049.0,74.0,11.5,679.0,6.4,0.19,2,100.0
870.0,250.0,14.4,1497.0,30.6,0.54,11,71.3
737.0,28.0,60.7,1843.0,11.8,0.26,12,67.2
527.0,191.0,12.4,229.0,20.7,0.38,6,100.0
701.0,77.0,49.0,585.0,6.7,0.72,10,47.3
430.0,297.0,69.5,2244.0,15.2,0.22,7,16.3
686.0,147.0,47.6,1417.0,43.6,0.43,3,72.3
302.0,60.0,7.7,2394.0,29.9,0.52,12,70.0
78.0,65.0,35.1,1864.0,31.2,0.79,9,24.2
519.0,233.0,61.9,2324.0,6.9,0.27,7,14.4
81.0,194.0,42.9,1477.0,40.7,0.72,1,34.8
1041.0,60.0,62.6,2414.0,31.5,0.36,3,78.3
216.0,278.0,60.9,1091.0,2.2,0.29,6,13.7
354.0,50.0,57.2,2119.0,30.0,0.47,8,54.2
658.0,76.0,30.8,1130.0,30.7,0.38,7,84.9
1144.0,22.0,20.4,2400.0,43.8,0.48,7,98.8
17.0,54.0,24.2,974.0,29.4,0.66,10,38.3
863.0,134.0,66.0,781.0,31.0,0.21,4,90.7
1105.0,174.0,43.0,470.0,10.0,0.56,6,78.2
351.0,122.0,53.9,1534.0,15.5,0.16,8,38.7
718.0,118.0,20.5,1606.0,3.0,0.46,8,39.0
814.0,200.0,39.0,1263.0,24.3,0.37,1,80.2
84.0,12.0,65.8,2160.0,25.7,0.51,6,43.1
868.0,220.0,68.0,972.0,24.1,0.19,3,79.0
481.0,295.0,31.6,1837.0,13.6,0.33,12,23.7
808.0,192.0,66.4,383.0,46.4,0.61,8,85.3
163.0,192.0,53.9,2364.0,15.6,0.21,7,14.6
956.0,170.0,21.0,2342.0,46.8,0.18,10,68.1
241.0,297.0,62.6,913.0,16.8,0.65,11,8.0
874.0,15.0,26.5,645.0,5.0,0.56,4,100.0
550.0,97.0,37.5,1776.0,39.7,0.78,10,50.1
798.0,131.0,65.6,228.0,45.9,0.22,3,97.1
1196.0,56.0,20.7,1930.0,33.5,0.31,7,83.3
641.0,118.0,59.7,1978.0,25.4,0.5,6,55.4
628.0,63.0,17.3,1472.0,44.1,0.32,2,91.6
363.0,60.0,69.4,577.0,8.2,0.66,6,60.4
923.0,85.0,34.5,1049.0,49.0,0.78,1,87.1
704.0,152.0,7.5,1884.0,44.0,0.27,4,84.0
1056.0,202.0,68.1,2179.0,25.6,0.38,10,40.8
521.0,86.0,66.5,1878.0,31.4,0.76,7,57.9
836.0,16.0,27.6,2418.0,7.3,0.34,6,85.9
712.0,236.0,61.2,512.0,28.1,0.55,4,65.0
640.0,276.0,32.0,715.0,46.8,0.57,1,60.5
379.0,239.0,7.0,1865.0,26.8,0.36,10,36.1
13.0,130.0,49.2,1301.0,35.1,0.16,12,56.5
183.0,204.0,46.0,822.0,31.5,0.42,8,25.9
1080.0,182.0,67.3,1328.0,22.0,0.6,9,55.4
1074.0,273.0,26.3,1051.0,33.7,0.78,11,60.7
160.0,179.0,50.8,2307.0,30.5,0.38,7,23.1
1041.0,227.0,36.3,2290.0,44.2,0.44,12,47.3
1007.0,161.0,42.9,688.0,13.2,0.23,7,74.1
638.0,106.0,8.0,2309.0,39.0,0.52,5,77.1
205.0,273.0,30.4,975.0,32.2,0.2,8,55.4
868.0,257.0,10.2,2158.0,35.5,0.3,12,68.7
