soil_type,soil_ph,avg_temperature,rainfall_7day,humidity,month,elevation,state,best_crop
0,7.0,29.5,156.7,79.6,6,185.0,2,12
2,5.1,41.6,49.1,37.7,12,36.0,1,0
2,5.6,27.7,25.1,86.5,3,652.0,9,6
3,8.1,21.1,10.1,45.7,6,259.0,6,5
3,8.4,11.8,30.6,63.7,5,600.0,9,11
1,8.4,36.4,195.7,49.5,3,98.0,6,12
0,6.2,17.6,26.9,56.5,11,660.0,1,11
2,5.4,36.9,138.4,45.8,7,931.0,1,0
0,5.1,31.1,84.0,25.9,9,1093.0,2,7
3,7.2,37.6,118.6,76.6,1,1230.0,7,4
1,7.7,39.0,119.5,88.6,10,385.0,8,4
1,7.8,23.4,16.3,50.2,5,375.0,8,14
1,8.2,15.4,34.5,64.4,11,129.0,9,1
2,8.3,22.6,191.1,70.8,3,794.0,9,12
3,7.0,10.2,112.6,77.7,7,379.0,8,0
3,6.8,41.3,100.2,49.7,11,1387.0,8,0
2,7.0,28.5,5.8,37.3,1,550.0,7,4
2,7.7,15.1,23.2,63.4,6,588.0,0,10
1,6.9,36.5,64.0,92.7,11,1442.0,0,5
3,5.7,28.7,157.8,52.8,7,1451.0,8,0
0,7.3,30.1,157.8,25.7,3,808.0,0,12
3,6.4,40.5,40.6,58.3,11,681.0,7,1
1,6.3,18.2,140.8,93.4,6,741.0,4,5
3,8.1,41.9,51.6,64.0,4,175.0,0,12
3,7.5,34.0,177.0,77.6,1,1157.0,9,4
2,7.6,20.9,195.0,70.7,12,1351.0,8,4
3,4.9,22.8,119.4,24.4,8,1446.0,3,0
0,8.4,31.3,66.6,77.7,4,617.0,8,3
2,5.1,22.4,162.3,72.5,7,504.0,7,0
1,5.6,18.2,97.0,50.9,9,83.0,7,7
2,6.7,35.1,77.7,37.5,6,1168.0,7,12
1,7.2,21.4,146.6,21.2,8,523.0,0,0
3,6.4,29.1,51.5,36.0,10,637.0,8,10
0,6.1,10.0,103.9,64.7,3,86.0,0,11
0,6.9,20.0,163.9,28.6,7,1195.0,6,5
2,6.6,29.5,64.6,56.2,12,845.0,4,8
3,5.5,19.7,182.9,31.3,5,963.0,7,14
2,5.3,20.6,88.2,84.6,12,1228.0,6,0
3,5.4,24.1,58.8,22.7,10,353.0,2,7
0,7.4,33.0,25.6,55.1,2,281.0,0,2
2,5.1,38.6,194.5,24.5,6,406.0,0,0
3,7.2,41.3,22.5,71.4,1,976.0,6,4
2,4.6,26.8,100.8,41.8,12,472.0,4,0
1,6.0,30.2,1.8,77.7,9,971.0,6,14
2,5.8,13.6,154.4,21.8,3,292.0,6,12
3,8.1,17.8,86.6,43.0,11,617.0,1,10
3,4.7,40.2,125.1,58.0,4,43.0,4,12
3,8.1,30.6,34.9,53.0,10,973.0,5,5
3,6.9,33.3,97.7,66.8,11,1106.0,8,4
3,4.9,12.7,151.4,68.3,1,987.0,9,11
1,6.8,28.2,194.2,79.0,12,662.0,5,4
3,8.4,11.2,177.3,45.3,12,1437.0,2,11
0,6.7,24.8,114.5,33.2,12,10.0,8,7
2,5.4,30.5,103.4,58.9,5,1230.0,9,9
3,7.7,13.7,191.9,47.4,3,1089.0,0,1
3,5.3,31.1,161.0,43.5,5,1071.0,1,0
2,5.7,21.1,150.3,44.5,5,2.0,5,0
3,7.9,16.0,159.5,82.5,5,1147.0,0,0
0,6.6,27.4,60.9,85.8,9,318.0,8,7
2,6.2,35.6,158.0,32.0,12,59.0,1,4
1,5.1,30.4,35.4,40.4,10,249.0,8,5
3,7.3,38.5,108.9,49.7,1,24.0,1,4
3,4.6,27.0,127.0,61.0,5,394.0,5,0
2,5.4,40.2,46.5,50.6,3,867.0,7,12
3,7.7,31.7,71.7,38.4,5,64.0,3,3
2,6.8,36.4,89.2,35.6,1,993.0,0,4
2,5.8,40.8,40.0,36.8,4,154.0,8,3
1,7.3,31.9,181.3,39.7,10,1240.0,7,4
1,7.2,39.7,56.4,47.2,7,810.0,6,13
0,8.2,26.9,7.0,52.2,9,519.0,1,10
2,7.1,15.7,180.8,87.0,2,59.0,9,4
1,7.0,15.0,172.8,22.5,8,1365.0,6,1
2,8.0,29.4,47.2,92.1,3,1151.0,5,3
0,6.4,15.4,86.8,52.5,6,1087.0,2,8
2,4.6,12.7,149.2,82.8,1,357.0,6,4
1,5.6,32.7,69.9,33.4,9,71.0,3,14
2,7.8,39.4,39.3,80.4,12,24.0,1,3
3,7.7,38.7,152.2,29.4,1,1012.0,7,4
1,6.5,31.0,159.7,36.6,7,836.0,4,12
3,5.1,13.3,162.0,67.6,10,721.0,4,1
1,5.7,32.4,127.7,81.8,7,996.0,8,0
1,6.3,12.2,156.3,57.8,1,131.0,0,4
2,7.6,40.0,170.4,75.7,8,1232.0,6,0
1,8.5,40.6,162.5,37.4,12,1104.0,8,12
2,5.5,35.3,181.3,24.2,5,498.0,0,0
2,8.3,37.8,111.3,83.2,9,440.0,1,4
3,8.3,24.6,115.6,86.2,12,627.0,2,4
2,7.8,10.6,141.2,35.2,12,961.0,2,1
2,7.1,20.6,21.6,68.7,5,1276.0,1,1
1,7.5,36.1,60.2,38.7,2,1097.0,4,12
3,6.9,26.8,84.7,30.4,2,375.0,6,4
1,5.3,32.9,113.2,92.5,1,768.0,0,4
3,8.1,27.0,144.7,57.1,10,184.0,2,4
0,6.1,23.6,97.4,62.5,9,1181.0,9,7
2,5.6,40.7,116.3,84.9,8,872.0,6,0
0,5.5,10.6,100.7,81.5,3,414.0,4,11
1,4.6,14.6,87.1,74.7,5,238.0,0,7
2,7.7,24.1,174.8,20.3,12,1121.0,6,4
0,6.3,29.7,14.3,58.5,12,393.0,9,8
2,8.0,10.9,190.0,74.9,7,40.0,7,0
2,7.3,16.1,98.2,35.7,5,140.0,4,0
0,4.5,14.2,124.8,73.4,6,264.0,5,8
1,7.5,39.9,93.9,24.9,12,551.0,4,4
1,7.4,41.2,112.5,39.6,7,789.0,6,12
3,5.2,41.1,87.9,49.1,8,77.0,9,12
2,8.4,33.4,69.7,87.1,2,163.0,4,4
2,6.7,37.6,194.7,83.5,6,657.0,9,12
0,6.5,38.2,181.3,72.0,4,783.0,7,13
1,8.5,11.1,122.7,60.5,11,457.0,6,1
3,5.0,23.2,131.3,64.0,11,180.0,9,0
0,5.0,21.5,44.2,90.1,12,1198.0,7,10
3,6.0,23.1,188.0,94.0,9,1444.0,3,4
3,7.1,23.4,196.5,56.3,4,981.0,8,12
1,6.8,20.2,98.4,34.4,5,133.0,9,9
2,4.8,18.2,135.7,43.2,7,831.0,1,0
2,8.1,13.1,121.4,23.1,9,463.0,8,1
3,7.6,31.0,16.6,61.1,6,1215.0,7,6
3,4.6,33.2,171.3,87.8,11,504.0,9,0
1,6.8,16.3,84.6,84.2,8,1435.0,5,7
0,5.0,35.3,82.7,91.5,5,1207.0,0,13
2,7.6,19.6,4.0,40.5,11,465.0,6,1
2,4.8,41.3,137.0,69.0,11,1461.0,0,4
3,6.9,22.4,165.8,49.8,4,157.0,4,12
1,5.6,30.4,133.9,92.7,11,867.0,9,5
0,8.1,21.3,140.4,25.7,7,549.0,8,0
0,6.5,25.4,133.4,24.2,11,850.0,9,8
0,5.6,30.8,5.0,92.6,3,918.0,5,13
1,7.1,20.6,182.1,78.2,7,1440.0,0,5
3,6.7,17.9,154.0,86.6,4,1147.0,9,1
1,6.6,37.3,177.1,67.1,10,1496.0,1,4
0,4.5,37.7,119.3,37.8,3,198.0,3,12
0,7.8,22.1,26.0,77.4,7,498.0,1,8
3,7.3,16.6,181.2,48.3,7,922.0,5,0
3,6.7,17.8,107.4,55.2,2,76.0,7,12
0,7.9,37.2,195.7,71.0,7,723.0,1,13
0,8.1,41.4,51.5,80.2,6,1072.0,6,13
0,5.5,27.8,60.5,73.6,9,1060.0,6,14
0,6.2,22.0,126.3,60.4,10,1393.0,9,10
2,6.6,12.9,191.4,23.0,10,371.0,3,11
0,8.3,13.0,84.3,95.0,1,871.0,2,11
3,7.0,37.6,157.6,62.5,12,416.0,9,4
3,6.6,15.2,118.9,55.5,8,1154.0,3,1
0,8.4,35.0,108.1,28.7,6,1153.0,8,13
2,8.4,15.1,46.4,49.1,9,379.0,6,1
2,7.0,24.7,144.6,68.8,10,1041.0,2,4
1,6.6,21.7,60.7,27.2,11,1353.0,1,1
0,8.4,16.4,107.5,42.6,8,35.0,0,10
2,4.7,13.3,7.8,61.6,12,876.0,2,1
2,7.2,26.5,193.2,93.2,8,491.0,1,12
0,5.3,29.1,109.4,33.6,12,1443.0,0,8
2,6.9,37.5,55.2,50.4,3,491.0,9,12
3,8.0,24.9,115.5,88.2,11,726.0,8,10
2,5.5,35.1,111.0,26.7,10,387.0,0,4
1,4.6,16.5,172.1,77.7,8,1232.0,1,11
1,6.2,26.9,191.7,26.0,11,177.0,9,5
2,5.5,33.7,11.4,26.6,11,271.0,5,0
2,7.5,24.3,166.4,80.4,12,1322.0,3,4
3,8.1,20.0,128.2,49.0,8,1490.0,7,0
2,5.1,21.6,71.3,65.7,2,480.0,1,4
1,6.0,10.1,61.4,26.4,12,610.0,6,1
0,4.7,23.1,148.9,35.6,4,189.0,4,12
0,6.3,32.0,167.8,76.1,1,997.0,7,2
0,7.2,17.0,107.9,90.9,10,1413.0,7,10
1,6.3,39.9,95.8,70.3,9,222.0,0,14
1,7.2,20.6,73.8,64.9,9,1257.0,1,1
0,5.9,17.4,85.3,93.1,6,653.0,5,8
0,7.3,19.6,71.7,73.2,8,513.0,5,5
0,6.3,38.2,189.8,25.6,12,526.0,6,13
0,7.7,35.3,169.6,53.0,8,987.0,3,0
0,7.2,41.6,138.2,47.3,6,303.0,0,0
3,7.1,25.0,77.8,45.1,7,1479.0,7,12
0,5.8,21.0,87.0,81.9,3,631.0,3,7
0,8.1,24.8,117.7,52.9,1,1475.0,1,7
2,8.1,17.0,160.8,31.9,11,118.0,9,1
0,8.0,38.8,145.3,84.0,8,694.0,9,13
0,4.8,15.8,30.2,55.2,3,946.0,0,11
2,7.6,15.4,92.4,86.8,8,424.0,9,0
2,7.9,38.6,1.1,88.3,7,139.0,8,13
0,6.4,36.8,75.5,68.1,12,179.0,5,13
2,7.3,22.5,63.7,38.9,1,470.0,2,4
2,5.1,25.2,16.6,30.9,4,1357.0,7,3
2,4.8,34.8,85.2,48.6,8,352.0,9,0
2,4.6,12.3,8.4,39.6,10,348.0,9,1
2,4.9,21.3,66.1,71.4,5,218.0,2,0
2,5.9,18.0,124.2,58.3,1,546.0,9,4
1,5.4,18.3,111.1,58.8,1,670.0,3,7
0,8.2,22.3,83.2,21.6,3,176.0,7,12
0,8.1,26.4,144.1,74.6,12,251.0,9,4
0,7.1,17.4,9.1,47.7,11,1499.0,4,11
2,8.4,14.8,17.1,31.1,9,387.0,7,1
3,8.2,27.6,46.4,68.7,2,862.0,3,4
2,6.1,25.9,12.3,53.5,2,641.0,3,12
2,5.3,17.8,78.7,22.6,2,1278.0,9,12
2,7.0,27.1,107.9,47.6,5,687.0,4,3
1,6.0,36.3,183.4,81.5,1,829.0,1,4
0,7.1,25.9,149.9,80.3,6,256.0,1,5
3,6.7,31.3,136.1,71.5,11,1368.0,8,4
0,6.8,18.1,188.2,92.4,11,1412.0,1,11
1,6.4,15.3,97.0,31.7,3,1353.0,2,1
1,6.8,41.6,60.5,60.8,2,52.0,0,12
2,4.5,33.4,57.3,63.8,1,1431.0,7,4
3,8.2,13.7,32.6,79.9,3,501.0,6,1
1,5.8,34.9,188.5,49.5,10,1418.0,4,4
1,4.7,41.1,194.7,52.6,8,1290.0,9,0
2,5.6,26.1,19.2,26.8,7,806.0,5,0
2,4.5,13.0,143.9,64.8,4,1305.0,6,11
2,6.7,10.5,184.3,66.9,11,393.0,6,1
2,8.1,42.0,141.0,71.1,8,1282.0,2,12
2,8.1,24.6,196.1,42.3,2,994.0,3,12
2,5.1,19.2,189.3,43.3,9,1037.0,1,1
3,4.7,26.1,78.7,48.2,4,1220.0,6,9
0,6.3,28.7,198.4,39.1,6,499.0,7,12
2,4.5,24.8,24.2,46.1,3,836.0,0,11
1,6.3,18.4,36.8,76.6,3,18.0,2,7
3,5.7,33.1,160.5,34.2,4,750.0,8,0
3,5.2,28.0,2.0,29.6,7,1242.0,2,6
3,7.1,19.0,50.6,26.3,7,636.0,9,5
1,5.2,37.6,149.3,78.8,12,1071.0,1,4
3,7.1,28.1,88.8,61.5,1,1028.0,3,4
1,8.4,28.4,90.6,62.4,10,1110.0,3,4
0,6.1,14.2,158.3,49.6,3,721.0,8,11
0,8.0,29.4,67.0,46.4,10,1044.0,7,10
2,7.8,10.8,36.0,88.0,3,333.0,9,1
1,8.5,21.3,141.0,29.7,9,728.0,2,4
1,6.6,22.2,53.9,20.9,1,1117.0,8,7
3,5.5,33.2,192.3,88.5,10,535.0,4,0
0,7.1,38.7,69.6,90.3,12,743.0,2,13
0,6.9,26.9,83.7,67.1,6,1371.0,4,7
3,5.1,24.9,180.9,81.8,4,778.0,2,12
1,5.6,27.7,90.0,94.3,2,555.0,8,12
2,6.8,39.8,157.2,25.2,7,1209.0,0,0
0,4.9,31.5,108.1,73.1,9,62.0,5,5
1,6.5,39.5,81.6,37.1,5,996.0,4,9
3,7.1,24.8,50.5,59.1,4,837.0,4,1
1,7.0,11.5,195.4,75.3,1,114.0,5,4
3,5.7,16.8,44.3,56.5,4,1080.0,8,1
1,4.7,14.4,195.0,70.0,6,592.0,2,5
3,7.7,26.8,186.1,75.6,3,1028.0,7,12
0,8.0,39.2,88.7,24.9,4,1204.0,7,3
1,6.3,23.7,123.9,90.1,9,186.0,5,4
0,5.9,32.8,138.2,45.5,5,443.0,9,14
2,5.4,30.0,39.1,63.6,11,568.0,1,10
2,5.5,28.0,171.8,27.9,3,1470.0,6,0
0,4.7,13.6,52.3,64.1,12,617.0,1,8
3,5.5,22.9,1.3,60.5,12,894.0,6,1
2,7.5,41.3,51.9,48.2,4,768.0,6,0
2,5.5,26.0,24.3,63.3,5,804.0,1,9
0,7.3,16.7,37.6,55.5,8,896.0,0,11
2,8.0,11.2,55.7,56.8,1,891.0,7,1
3,6.2,41.9,20.0,32.7,9,939.0,5,14
0,5.6,34.0,109.2,35.8,12,219.0,7,0
1,4.9,27.3,78.3,94.5,1,383.0,2,4
1,7.3,33.0,126.4,23.9,2,203.0,9,12
2,6.9,14.5,93.9,35.9,11,393.0,2,1
1,5.5,34.6,59.5,34.5,8,448.0,4,0
3,7.7,15.6,99.8,51.3,2,1482.0,4,10
2,7.2,27.9,110.5,81.2,9,1119.0,4,4
3,4.5,29.8,95.5,70.6,10,1217.0,2,7
2,8.3,26.1,130.5,38.7,10,86.0,5,4
1,7.1,35.4,155.4,84.7,9,897.0,3,4
1,6.9,18.1,165.0,91.9,1,4.0,0,7
2,6.2,17.6,186.4,63.8,4,1264.0,4,1
2,4.8,18.2,65.1,36.2,11,1190.0,7,1
0,6.4,23.5,52.4,22.0,8,308.0,0,12
0,7.7,34.9,92.7,36.5,12,1186.0,9,2
2,7.1,31.3,16.7,47.7,1,1136.0,4,4
3,7.8,28.8,148.3,85.9,5,1447.0,1,3
1,8.4,28.3,101.9,72.3,3,830.0,1,12
1,6.0,23.2,34.9,73.6,2,124.0,9,12
3,5.9,25.8,16.5,92.9,3,1371.0,0,2
3,7.5,26.2,171.8,73.1,11,967.0,3,4
2,8.3,10.9,168.3,68.2,4,1276.0,1,1
2,6.5,17.0,174.3,87.4,12,609.0,4,1
2,6.5,22.2,9.7,45.0,6,835.0,2,6
1,8.0,33.6,76.4,38.2,3,922.0,2,12
0,4.6,36.4,114.1,59.4,6,1226.0,3,13
3,5.7,11.1,80.6,73.9,11,553.0,0,1
0,6.5,23.7,25.4,85.2,10,313.0,4,11
2,5.8,24.5,75.1,81.2,9,415.0,0,0
0,4.8,32.1,136.4,55.1,6,1076.0,2,13
1,4.6,34.7,110.6,33.1,10,59.0,4,4
3,5.6,14.3,178.6,42.1,11,701.0,4,1
3,6.7,29.9,19.0,80.7,12,204.0,4,8
3,4.7,12.2,102.8,55.8,3,565.0,2,1
0,8.2,24.0,38.0,68.3,11,697.0,3,10
3,5.2,18.4,164.9,31.8,5,959.0,7,14
3,7.0,28.7,55.8,60.9,12,1453.0,7,8
2,5.0,37.4,99.2,90.8,7,625.0,3,12
2,5.3,33.6,162.4,42.9,11,1288.0,8,4
2,7.6,27.0,114.5,90.7,11,931.0,4,4
2,7.7,37.9,46.4,59.7,1,121.0,4,4
2,6.4,20.4,9.2,26.4,12,1140.0,5,1
0,5.6,21.4,98.0,20.3,5,289.0,0,9
2,8.1,40.8,107.5,75.1,3,471.0,1,12
2,6.4,20.3,178.6,36.0,8,584.0,8,0
0,6.8,29.2,122.3,51.7,3,753.0,5,12
3,4.5,31.0,162.1,69.7,9,658.0,6,4
1,4.8,38.6,168.5,45.0,5,1212.0,7,9
2,6.5,10.4,51.0,47.4,2,430.0,3,12
3,7.4,35.9,5.4,67.6,8,1492.0,8,13
2,7.3,10.0,135.2,40.7,8,1136.0,4,0
3,7.3,18.1,182.1,52.2,6,11.0,2,12
0,8.4,19.5,21.5,42.9,3,476.0,9,10
0,5.0,37.1,192.8,82.2,5,127.0,0,13
0,8.2,40.7,187.0,81.6,6,1121.0,3,0
1,7.7,15.5,109.4,60.9,3,620.0,3,10
3,4.9,12.4,170.4,75.5,12,270.0,3,1
2,8.1,24.2,81.1,85.1,6,329.0,7,0
3,4.8,30.5,180.2,77.7,9,1355.0,8,0
0,7.8,12.1,115.2,38.9,12,346.0,2,11
1,6.1,31.1,128.1,59.6,5,775.0,6,12
1,7.4,24.8,148.8,47.4,7,1091.0,6,0
3,6.2,21.4,94.4,31.4,1,76.0,0,4
1,5.7,36.7,146.7,71.7,5,1420.0,6,0
1,8.2,32.8,185.8,79.2,10,1352.0,0,4
1,6.9,37.7,26.4,53.0,9,707.0,6,13
2,6.3,10.0,139.4,68.1,12,1229.0,4,1
3,5.5,28.8,3.5,89.9,5,1178.0,5,14
2,5.1,12.5,19.1,21.5,2,1101.0,2,11
1,5.0,35.3,158.2,85.8,1,1326.0,2,4
3,7.9,32.1,6.8,85.0,5,1096.0,5,14
3,6.6,23.2,57.9,24.1,11,952.0,8,1
2,8.0,17.7,195.0,93.7,7,1233.0,2,12
2,7.4,34.1,70.2,87.8,7,1408.0,1,0
3,8.3,29.1,182.5,78.3,1,377.0,6,4
1,5.3,28.2,161.5,39.5,6,1420.0,9,12
0,4.9,23.8,199.2,73.6,6,51.0,8,0
3,6.6,18.0,7.0,68.8,2,330.0,0,11
2,7.4,35.8,132.6,75.3,7,784.0,6,12
1,6.0,24.2,24.0,33.5,11,1029.0,7,1
2,5.2,33.4,155.9,79.9,6,418.0,4,0
2,6.1,33.2,65.0,23.5,2,1270.0,4,4
2,5.8,38.4,89.6,92.7,6,489.0,3,0
1,6.5,25.8,36.8,25.4,3,1465.0,2,2
2,7.4,41.5,110.5,53.8,6,881.0,1,0
1,8.0,29.3,161.5,75.2,4,1348.0,3,3
0,6.9,39.7,182.5,35.4,4,828.0,5,13
2,8.2,12.6,118.6,86.8,12,1204.0,5,1
2,7.6,18.0,169.8,49.7,3,1498.0,3,12
3,6.1,41.5,166.5,38.3,2,2.0,9,4
0,7.6,16.1,77.8,41.5,8,600.0,2,10
3,6.7,32.3,159.5,91.3,6,602.0,6,0
0,7.7,24.4,190.5,51.5,1,1435.0,5,4
0,8.3,27.0,138.5,64.9,7,674.0,4,12
2,8.1,37.7,142.0,88.7,12,280.0,4,4
2,8.2,30.2,104.3,28.8,9,136.0,7,0
0,4.9,11.0,17.7,63.4,7,198.0,5,13
0,5.7,24.1,47.0,24.1,1,1483.0,2,2
1,4.9,26.0,83.4,38.7,10,316.0,2,7
3,6.9,37.9,5.4,25.6,7,455.0,5,13
3,5.8,29.9,106.0,58.9,7,1486.0,9,0
3,6.6,21.7,52.8,46.2,5,674.0,7,3
0,7.3,14.2,191.7,58.1,5,137.0,8,11
0,6.8,21.2,50.6,45.5,6,1346.0,9,7
2,7.0,36.9,11.9,31.3,9,147.0,8,0
0,7.7,22.6,170.8,33.9,10,378.0,8,4
1,6.7,37.1,71.9,88.1,8,526.0,5,13
3,4.5,21.1,23.2,90.5,8,735.0,4,14
2,6.5,37.1,194.9,66.8,5,1273.0,7,12
0,6.2,20.1,97.4,43.4,8,37.0,9,7
2,6.1,33.3,186.9,28.9,5,276.0,9,0
2,8.1,41.9,166.9,77.3,12,1466.0,7,4
3,4.6,22.3,190.9,75.8,1,305.0,3,12
0,4.6,16.1,179.2,60.0,12,213.0,2,8
0,6.7,14.0,149.7,70.0,2,648.0,1,11
3,5.4,41.0,102.9,20.0,5,1108.0,1,9
3,6.8,41.8,119.1,44.5,3,945.0,2,12
1,8.1,12.7,97.1,32.8,12,201.0,6,11
1,7.5,21.3,4.0,69.3,3,1196.0,8,1
1,5.1,18.7,26.4,67.4,9,115.0,6,14
3,7.3,35.5,178.3,52.4,1,898.0,4,4
0,8.2,41.0,30.6,70.5,12,277.0,5,13
0,7.0,27.7,115.5,39.8,11,956.0,0,8
0,7.1,17.6,178.8,39.4,10,547.0,8,10
0,6.1,10.1,101.0,32.5,5,1116.0,9,1
1,6.2,11.4,26.5,84.9,1,523.0,1,11
3,5.1,33.8,2.3,60.6,1,865.0,8,2
0,7.4,35.5,154.2,49.2,3,561.0,9,12
3,4.9,27.6,156.7,23.0,11,168.0,0,0
3,5.9,21.1,93.3,58.1,7,628.0,2,0
1,7.8,15.5,135.7,59.1,5,358.0,1,8
3,7.1,18.9,18.1,54.1,4,1009.0,8,1
0,7.6,18.2,164.7,39.2,5,812.0,4,8
0,6.4,21.2,174.2,49.7,9,853.0,9,14
1,5.7,26.4,155.8,78.6,9,760.0,8,7
0,7.7,15.2,37.7,66.2,12,56.0,2,8
0,4.9,12.9,119.8,77.4,11,1129.0,7,11
2,6.6,32.1,138.8,68.8,4,932.0,9,3
2,4.7,32.3,90.7,47.7,9,167.0,7,0
3,5.3,22.1,62.5,81.4,8,595.0,7,0
3,7.7,16.7,99.3,59.9,12,842.0,3,1
3,7.4,41.6,48.2,74.2,12,180.0,5,1
3,4.5,21.9,1.3,90.3,6,68.0,6,0
1,8.4,40.7,134.3,21.4,1,4.0,4,4
1,7.9,32.3,195.7,52.4,4,830.0,1,3
3,4.6,27.7,192.2,73.1,10,549.0,0,4
1,4.6,17.5,3.2,85.3,12,298.0,8,8
0,8.3,32.7,70.1,82.3,2,370.0,1,12
0,8.5,28.3,195.7,82.8,12,684.0,1,10
1,5.2,25.0,198.3,28.4,8,163.0,6,12
2,7.1,12.4,133.1,59.6,4,1061.0,9,1
0,8.2,39.9,165.9,35.4,12,668.0,1,13
3,6.5,18.9,184.2,75.7,6,751.0,3,7
0,8.5,37.6,175.1,63.1,12,222.0,1,4
0,6.8,28.8,132.8,57.2,8,988.0,0,12
0,5.4,23.5,30.7,44.3,4,750.0,8,3
0,6.1,15.2,70.8,75.0,6,37.0,1,8
2,7.3,10.4,192.9,21.9,1,469.0,7,4
2,5.4,31.4,147.4,46.1,3,787.0,6,12
0,6.3,31.3,38.9,75.4,11,767.0,7,5
3,6.9,29.2,42.9,54.5,9,70.0,3,7
0,5.5,18.4,183.6,59.2,7,94.0,7,5
3,4.8,16.0,93.9,48.4,4,1187.0,2,9
0,8.2,23.8,173.0,34.2,4,675.0,4,11
2,6.9,24.8,5.6,20.8,8,1244.0,0,1
2,6.3,36.8,53.4,49.0,12,99.0,4,4
1,5.5,19.4,64.4,90.8,4,1343.0,7,14
0,5.8,19.2,14.6,39.2,11,283.0,0,5
3,7.0,24.0,146.2,32.2,7,677.0,7,0
1,7.7,20.0,183.1,81.7,6,322.0,9,0
1,6.8,14.0,122.0,84.5,11,112.0,4,8
3,4.8,37.3,15.5,54.9,8,1439.0,6,13
1,5.8,27.8,4.2,66.3,7,78.0,5,13
0,5.4,31.8,177.3,34.9,5,318.0,7,0
2,5.4,29.5,20.5,79.3,2,1084.0,5,4
1,8.0,25.1,180.2,39.4,7,325.0,2,12
2,8.2,14.7,147.6,70.6,10,428.0,9,1
1,5.9,16.9,139.5,72.6,11,840.0,2,1
2,6.3,32.0,81.0,59.7,5,661.0,6,3
0,4.9,24.2,110.8,57.3,4,127.0,3,3
3,7.4,29.7,197.2,72.5,6,199.0,2,0
3,7.2,11.4,72.1,75.9,4,183.0,1,1
1,5.6,19.7,23.9,62.6,5,394.0,9,14
3,7.5,42.0,164.5,90.0,9,237.0,5,4
0,6.6,37.4,14.7,40.8,5,925.0,3,13
3,6.4,27.4,142.2,23.5,4,183.0,1,12
1,7.5,16.3,149.5,75.2,3,288.0,7,12
2,5.1,19.0,64.8,65.8,11,684.0,2,1
3,8.0,38.0,165.9,83.1,5,33.0,7,12
1,6.2,39.0,3.1,56.1,11,1464.0,0,11
1,6.0,17.1,144.5,74.2,11,1459.0,4,1
0,4.5,29.9,5.7,26.3,2,1053.0,9,2
3,5.4,26.9,73.6,38.1,1,81.0,3,4
1,7.1,24.6,66.4,22.8,3,1129.0,6,12
0,7.8,18.3,135.6,79.7,6,71.0,7,8
3,8.2,12.7,22.4,61.7,8,859.0,2,1
1,5.9,13.5,181.7,54.3,2,131.0,4,4
2,6.1,25.4,191.0,32.0,5,1488.0,9,12
3,6.9,18.9,98.2,54.3,4,1483.0,9,3
1,7.5,41.7,50.3,24.2,12,1449.0,0,1
1,5.2,25.8,156.3,46.1,4,842.0,0,12
0,7.7,18.1,184.0,92.8,5,565.0,6,14
3,8.5,19.7,28.2,93.1,3,764.0,4,11
0,6.7,35.9,181.6,32.4,9,550.0,6,4
0,7.1,20.1,48.2,54.6,3,951.0,9,10
0,5.6,40.7,195.4,30.1,7,616.0,8,13
0,7.0,41.8,130.6,25.5,11,1135.0,1,10
1,6.6,12.7,192.1,60.6,6,924.0,4,8
1,5.6,33.3,43.7,67.0,3,299.0,6,12
2,6.3,39.5,151.4,85.1,3,237.0,8,12
1,5.0,41.0,109.2,25.8,8,981.0,9,0
1,5.3,34.8,78.2,94.3,3,1117.0,9,12
2,8.1,34.2,36.8,45.1,7,1366.0,3,3
2,7.0,37.1,9.4,48.6,1,414.0,9,4
3,5.2,37.3,40.4,42.0,8,428.0,7,12
1,7.4,17.3,181.4,53.3,10,559.0,3,11
3,8.0,33.2,69.8,66.1,2,1304.0,3,4
2,7.2,27.0,191.5,81.9,5,940.0,3,12
2,5.8,35.8,141.8,63.6,2,439.0,3,4
0,8.4,31.2,30.5,79.1,12,436.0,7,13
2,7.5,20.6,135.1,53.5,12,679.0,8,4
3,6.7,22.6,60.1,71.0,1,38.0,2,4
3,6.7,14.8,136.4,56.8,8,1253.0,9,11
0,7.0,33.3,193.6,52.1,10,253.0,4,14
2,7.1,21.5,189.1,42.6,5,697.0,7,0
2,6.6,14.3,142.3,94.4,5,317.0,5,0
0,5.2,39.7,198.1,44.1,12,1493.0,5,13
0,6.3,15.7,148.2,66.4,8,609.0,0,1
2,4.7,22.2,109.0,48.6,7,1115.0,9,0
0,5.0,20.2,104.2,63.0,4,1343.0,5,9
1,5.2,10.1,172.0,44.9,6,1011.0,0,0
1,5.0,20.4,75.1,23.3,7,1250.0,5,0
2,6.6,18.6,39.4,81.1,1,1323.0,1,7
2,7.0,30.7,118.9,85.0,7,760.0,4,0
0,7.2,37.4,33.9,92.7,4,6.0,4,13
1,7.9,11.7,12.7,65.3,9,245.0,3,1
0,5.6,12.8,23.6,54.8,9,1043.0,0,11
3,5.6,38.7,187.8,36.2,7,1328.0,0,0
3,8.3,24.2,140.0,24.0,7,17.0,8,0
0,5.3,30.5,198.7,86.3,4,713.0,0,3
3,8.0,33.6,173.9,29.5,4,381.0,9,12
2,6.8,22.5,55.2,92.1,12,1439.0,4,1
2,4.7,41.1,104.5,80.7,9,1083.0,8,0
