crop,soil_type,soil_ph,avg_temperature,rainfall_7day,humidity,area_acres,elevation,state,month,yield_per_acre
7,2,4.8,15.8,24.9,31.9,4.1,77.0,1,8,1.79
2,1,4.7,31.4,107.8,66.2,13.2,1273.0,7,7,0.24
6,2,7.6,30.1,185.1,79.7,7.0,626.0,0,1,0.17
5,3,7.4,19.8,63.9,47.7,14.3,243.0,6,11,1.52
1,1,8.2,39.8,103.5,67.4,16.9,901.0,5,7,0.19
7,0,5.2,10.2,131.8,34.6,4.7,1420.0,9,2,1.4
10,3,6.1,35.2,152.5,27.6,13.9,1358.0,1,1,0.1
14,3,8.4,37.5,23.6,82.8,16.3,867.0,1,4,0.26
11,2,6.1,10.9,60.1,35.9,12.3,1163.0,5,6,0.14
4,2,4.5,34.3,73.5,64.0,15.9,107.0,4,11,11.79
9,1,8.2,12.3,9.2,93.8,2.2,402.0,5,12,0.21
3,3,6.5,21.7,113.8,63.6,12.0,1088.0,2,3,0.31
14,3,6.8,37.4,130.8,30.2,4.3,484.0,9,10,0.44
2,0,8.0,29.8,80.3,53.7,1.7,408.0,0,7,0.26
12,3,4.6,12.7,138.3,28.8,13.4,362.0,2,2,2.82
13,2,8.3,35.5,22.7,26.2,16.8,572.0,8,8,0.31
4,3,7.4,22.1,181.0,32.7,19.4,1290.0,9,8,7.51
12,0,5.5,38.6,159.9,35.2,9.3,1091.0,8,8,4.58
4,1,4.5,28.4,164.8,28.0,14.0,929.0,0,8,3.52
9,2,6.8,23.4,24.5,65.8,2.1,362.0,3,2,0.74
14,0,8.3,24.7,61.2,27.7,14.1,500.0,8,11,0.37
9,2,8.0,12.2,122.0,43.9,8.5,670.0,5,2,0.18
14,1,4.5,17.2,153.1,41.9,8.0,1418.0,7,1,0.11
2,3,5.9,26.5,145.1,23.1,1.4,292.0,7,3,0.27
9,2,6.5,37.7,25.8,47.0,0.8,981.0,3,5,1.15
11,1,6.3,41.8,77.5,23.2,18.6,156.0,6,11,0.15
12,3,4.6,13.0,83.3,66.6,4.7,1016.0,0,8,3.04
0,0,6.0,25.0,16.3,74.5,14.0,202.0,2,3,0.47
6,2,8.5,35.2,65.5,37.4,0.7,466.0,7,4,0.12
3,3,5.1,32.3,40.0,33.4,18.8,1039.0,1,11,0.26
12,1,5.3,24.5,67.5,89.2,19.3,1211.0,2,1,8.9
7,2,6.9,27.2,141.9,92.4,19.1,1397.0,5,7,3.85
4,1,6.4,18.7,16.6,88.6,12.0,611.0,5,8,5.42
4,2,6.3,23.8,100.5,94.2,7.0,1096.0,2,2,28.81
7,1,6.0,41.6,44.1,82.1,14.4,947.0,2,10,5.48
6,0,7.9,28.0,171.0,72.9,11.1,349.0,2,5,0.23
1,0,8.1,28.4,24.2,53.0,7.5,360.0,7,10,1.05
5,1,5.4,14.1,47.7,38.7,3.4,569.0,0,12,1.18
13,3,6.5,10.6,34.0,45.7,7.8,1163.0,3,1,0.1
1,2,4.7,16.8,194.0,36.6,7.8,547.0,4,12,0.36
3,2,5.6,20.8,143.6,72.8,9.7,1262.0,3,6,0.26
9,0,7.4,22.2,149.4,68.3,6.0,652.0,4,4,0.65
1,2,7.3,34.5,69.5,88.9,9.2,1349.0,5,6,0.22
2,0,6.6,22.0,102.6,33.8,15.1,768.0,4,4,0.22
6,0,4.9,36.9,67.8,25.7,19.0,835.0,2,1,0.11
11,3,7.1,31.6,186.9,93.6,18.7,107.0,1,11,0.16
6,3,5.2,29.3,44.3,57.9,18.4,31.0,4,8,0.56
7,1,4.7,18.7,115.5,86.2,1.5,1435.0,4,9,2.41
6,2,5.2,23.0,195.3,35.6,7.9,1068.0,9,8,0.27
11,3,8.0,35.7,41.5,25.4,15.4,381.0,7,1,0.1
1,1,5.9,16.4,135.0,61.8,7.9,239.0,6,11,0.76
9,3,7.7,19.4,147.5,69.3,13.1,855.0,1,5,0.64
9,3,5.3,18.7,190.4,29.8,14.3,265.0,7,7,0.51
3,2,7.1,13.4,88.9,73.1,9.8,1132.0,9,11,0.1
6,3,7.9,27.0,174.0,52.4,10.1,478.0,8,5,0.27
4,3,4.6,12.5,193.4,89.0,1.2,306.0,9,10,3.63
12,1,5.4,36.9,181.1,62.4,14.6,1000.0,2,6,6.47
5,0,7.3,37.2,11.4,58.9,18.0,1059.0,6,4,0.28
3,2,8.5,24.1,148.4,90.4,12.5,210.0,4,5,0.34
6,1,5.5,18.2,20.3,61.9,19.0,1207.0,5,10,0.23
3,2,6.9,31.5,59.4,45.6,12.3,1217.0,4,6,0.84
12,1,5.1,17.8,184.2,50.9,2.2,527.0,9,9,2.55
14,0,8.3,21.6,153.0,87.4,15.6,918.0,6,7,0.22
6,2,6.8,16.1,140.6,78.0,14.3,1128.0,6,1,0.18
10,3,8.1,29.2,169.6,73.3,19.6,834.0,2,1,0.11
14,3,6.4,29.5,110.7,44.7,10.3,953.0,5,9,0.54
12,3,7.0,17.5,154.7,51.5,18.3,1089.0,3,11,4.06
10,3,8.3,34.2,111.0,29.4,9.7,93.0,9,7,0.1
13,0,5.8,40.0,59.8,43.7,6.1,1060.0,6,12,0.15
1,1,6.1,34.3,132.0,69.3,4.0,294.0,5,5,0.25
3,1,5.2,21.3,8.6,39.7,4.7,217.0,7,1,0.16
4,0,8.1,39.5,112.8,72.6,4.7,1004.0,3,11,8.43
11,3,7.6,19.8,52.1,66.2,2.2,805.0,6,12,0.17
10,3,6.0,13.5,146.8,87.1,11.4,546.0,3,7,0.1
7,0,7.6,19.7,164.5,86.4,0.7,558.0,8,4,2.08
14,1,6.3,19.5,38.2,82.9,10.2,297.0,4,3,0.61
3,1,7.1,21.5,188.8,60.6,8.6,1143.0,8,3,0.35
3,2,6.6,29.3,136.4,46.6,7.1,353.0,2,12,0.19
8,2,5.5,19.1,63.8,44.1,13.2,863.0,3,10,2.12
7,3,5.9,23.9,50.5,23.5,3.4,772.0,5,7,7.02
0,3,4.5,20.2,50.5,91.1,8.2,236.0,6,10,0.6
9,0,8.4,34.5,49.5,24.5,18.3,513.0,0,3,0.67
6,1,7.4,37.3,20.6,43.4,15.1,819.0,9,1,0.14
13,0,7.3,28.7,188.2,81.1,16.1,49.0,7,10,0.17
1,1,4.6,30.8,105.0,58.6,17.2,771.0,2,9,0.18
1,3,6.1,12.7,166.8,72.0,4.8,64.0,6,6,0.46
10,3,6.7,26.1,184.6,32.4,11.2,1082.0,2,7,0.13
0,3,6.6,14.6,43.7,21.0,2.1,473.0,3,12,0.58
4,3,7.4,33.6,17.1,32.6,13.6,78.0,4,3,10.69
13,2,7.9,10.7,177.3,61.0,16.1,1110.0,7,2,0.1
10,1,5.0,10.2,175.8,32.9,16.9,1109.0,2,12,0.1
2,1,8.2,24.5,195.6,22.0,6.9,260.0,6,4,0.1
13,2,5.4,25.7,179.4,31.9,3.0,243.0,8,11,0.1
9,2,4.8,37.0,153.4,36.8,5.8,350.0,8,10,0.29
9,2,5.9,37.2,61.7,21.4,13.0,1105.0,2,6,1.4
4,1,8.4,21.1,39.2,71.3,9.9,1124.0,9,12,15.46
14,3,7.1,32.2,59.6,80.8,4.8,1348.0,0,10,0.65
12,1,7.5,32.3,182.2,77.4,17.3,871.0,9,4,6.45
10,1,7.5,16.0,64.8,71.2,15.1,1210.0,3,4,0.15
12,2,6.0,27.7,150.1,27.8,2.4,136.0,6,10,5.53
1,3,8.5,21.0,189.3,55.1,2.9,36.0,1,10,0.46
12,0,7.8,26.1,196.4,86.0,9.4,127.0,2,2,4.76
5,1,6.6,34.7,11.8,52.8,15.2,1176.0,1,3,0.49
1,2,7.8,33.0,64.1,67.1,9.7,215.0,4,8,0.17
5,3,8.3,33.1,0.4,45.4,0.9,760.0,6,4,0.34
14,1,7.6,17.0,51.3,27.4,13.7,167.0,4,2,0.42
5,0,8.3,12.7,177.8,37.9,17.2,63.0,1,12,0.31
4,0,7.1,41.1,47.6,30.9,11.2,567.0,9,8,6.18
9,3,8.4,28.7,125.8,63.6,12.9,1036.0,3,1,0.4
4,3,4.8,26.2,11.2,41.1,3.6,699.0,4,12,6.06
4,3,6.8,10.2,25.4,53.3,5.6,1196.0,0,9,6.19
7,3,4.9,29.1,170.3,41.3,8.4,21.0,1,12,2.0
9,2,7.7,32.2,7.4,83.1,13.5,647.0,2,4,0.66
7,0,5.4,35.2,95.3,24.7,5.8,343.0,2,5,1.45
10,2,5.2,16.6,34.2,24.1,3.9,10.0,4,3,0.14
5,2,6.8,24.7,121.9,76.2,10.5,514.0,2,3,0.51
0,1,5.4,40.7,32.1,27.5,4.7,1164.0,6,1,0.56
5,2,8.2,34.7,131.5,75.3,19.0,1140.0,1,4,0.32
13,2,6.0,11.3,199.2,73.1,18.6,1114.0,7,6,0.12
5,1,7.3,11.9,78.4,82.7,6.4,1186.0,1,8,0.44
7,0,8.1,35.8,115.5,77.1,0.9,285.0,9,11,0.87
0,3,4.6,33.9,194.8,73.4,7.6,1022.0,0,5,0.73
14,3,5.5,14.3,88.2,34.0,17.4,1397.0,4,12,0.17
2,3,7.2,39.1,191.8,28.4,11.1,1312.0,1,2,0.28
11,1,6.8,18.8,19.5,53.8,13.0,1330.0,6,2,0.32
4,2,5.7,13.5,111.8,62.0,15.4,1314.0,7,6,4.7
1,1,5.2,25.7,122.7,89.8,6.6,666.0,6,1,0.31
9,1,5.9,32.9,63.5,84.2,10.2,1100.0,2,8,0.99
1,2,7.3,39.2,54.3,82.4,6.9,361.0,6,11,0.58
13,0,6.7,30.0,123.5,49.2,7.1,1398.0,5,5,0.27
3,2,7.3,13.0,138.8,40.2,0.9,372.0,7,9,0.1
1,3,5.6,34.1,47.2,84.8,8.6,1049.0,6,7,0.27
9,2,4.7,27.9,27.2,53.6,14.6,1309.0,9,11,0.52
2,2,8.2,15.6,47.6,32.2,15.0,915.0,3,12,0.15
2,2,5.7,40.0,146.9,50.4,1.6,549.0,7,2,0.15
1,1,6.3,18.7,5.1,78.6,5.6,1314.0,7,7,0.48
2,3,5.3,15.2,196.3,40.5,19.4,1324.0,9,11,0.1
9,0,7.1,32.3,151.4,91.5,11.6,434.0,5,10,0.37
8,3,5.6,24.0,123.3,91.2,18.0,289.0,3,2,1.45
1,2,8.1,38.7,94.4,49.7,17.7,868.0,7,7,0.16
0,1,5.7,24.8,31.9,24.3,0.9,1062.0,6,6,1.69
13,2,7.3,33.1,151.7,45.7,4.6,47.0,5,3,0.11
13,2,7.0,41.8,111.5,54.7,5.8,1431.0,4,2,0.1
9,2,5.7,37.3,199.3,78.6,14.7,378.0,5,7,0.66
6,0,8.2,31.8,188.7,61.3,19.4,832.0,1,10,0.1
8,2,8.3,30.9,108.0,60.7,14.9,1316.0,6,3,0.57
14,1,8.4,13.0,67.8,32.8,9.0,1378.0,6,1,0.11
11,0,5.7,23.9,176.0,53.3,14.2,1155.0,2,3,0.11
7,0,7.6,18.7,9.4,68.4,17.8,869.0,5,1,3.69
7,2,7.6,18.9,116.4,26.2,3.4,1021.0,8,10,2.89
13,0,6.1,18.9,98.5,56.8,14.5,829.0,2,5,0.11
11,0,5.2,36.4,42.0,90.0,16.9,722.0,3,6,0.1
4,2,7.5,25.6,107.5,42.8,2.8,924.0,0,4,11.24
11,2,7.8,18.9,174.6,94.6,14.9,817.0,5,12,0.18
0,1,5.6,20.2,65.6,61.0,9.1,671.0,0,7,2.48
4,3,5.3,16.7,2.8,48.1,0.5,617.0,8,3,7.64
7,2,6.0,26.7,61.7,94.6,3.5,1356.0,8,7,7.21
12,0,5.9,38.5,197.9,21.5,4.6,545.0,9,2,3.52
0,2,5.1,38.5,182.1,78.8,10.8,1251.0,1,3,0.43
7,2,8.3,15.9,94.9,93.3,10.9,616.0,5,10,1.62
13,2,8.0,39.1,84.4,34.2,9.9,1013.0,9,8,0.15
8,1,8.2,13.2,193.4,93.5,7.2,836.0,0,4,0.94
4,0,5.9,22.3,198.9,89.8,14.5,1491.0,8,12,7.36
0,1,7.7,31.9,18.0,59.3,15.9,1390.0,9,12,0.45
10,0,6.7,10.5,194.9,40.7,7.1,1076.0,0,9,0.17
6,2,7.7,11.8,37.6,62.2,17.0,719.0,9,2,0.18
2,1,5.3,18.9,9.6,89.2,4.9,365.0,7,1,0.2
11,1,6.2,35.5,48.9,91.1,6.7,41.0,0,6,0.1
0,0,8.2,13.6,10.1,22.6,11.3,754.0,3,10,0.2
14,0,5.6,41.1,138.5,47.3,14.0,225.0,0,7,0.18
4,1,5.6,38.5,160.0,48.7,9.0,520.0,8,2,8.69
6,1,7.8,41.3,111.8,44.0,15.2,925.0,9,3,0.1
1,1,7.1,19.3,109.1,50.9,17.8,92.0,0,6,0.46
5,3,4.5,32.4,167.6,34.1,11.9,1403.0,7,2,0.22
8,0,6.8,35.9,111.6,94.2,0.8,292.0,8,6,1.58
6,3,6.3,14.8,120.6,82.3,0.9,582.0,9,5,0.18
11,0,6.1,24.4,52.6,35.1,15.7,1160.0,7,4,0.13
5,3,6.5,34.8,137.8,85.3,18.4,231.0,8,3,0.43
4,0,4.8,24.7,33.7,89.0,8.0,317.0,4,11,7.42
5,3,4.8,30.2,80.0,55.5,4.4,932.0,5,10,0.89
8,1,5.8,38.6,131.2,69.7,5.4,1249.0,1,8,0.75
11,2,6.3,11.3,115.8,81.5,14.3,1065.0,6,6,0.13
9,1,5.9,26.7,102.8,37.0,16.4,1173.0,6,2,0.48
4,0,7.2,16.7,170.7,90.5,10.8,246.0,3,5,4.59
7,1,7.7,40.5,65.0,70.1,4.0,913.0,9,8,2.45
1,1,5.2,41.3,170.5,68.2,1.3,146.0,7,9,0.32
7,3,6.8,33.8,90.5,69.8,6.2,409.0,2,1,3.55
2,3,6.0,10.0,74.4,53.6,1.2,669.0,1,7,0.21
13,3,7.0,30.3,95.7,44.8,13.2,908.0,8,7,0.27
14,1,6.0,36.5,35.5,91.1,1.8,383.0,1,5,0.92
8,0,7.4,31.1,34.2,94.9,16.5,1003.0,7,1,3.49
13,2,6.3,41.0,116.6,31.3,6.6,318.0,9,12,0.1
0,2,4.8,41.5,156.8,81.8,3.1,376.0,7,11,0.39
2,2,6.6,25.6,185.6,22.8,17.6,1001.0,7,10,0.2
14,3,8.4,13.8,103.6,38.7,9.3,510.0,1,3,0.11
14,2,4.6,11.9,64.7,56.8,19.8,638.0,0,5,0.2
5,1,4.9,38.8,15.4,26.5,0.9,158.0,1,12,0.5
6,2,6.7,20.2,185.9,21.6,3.4,628.0,2,11,0.23
11,3,5.8,37.5,103.0,87.1,17.8,1382.0,4,5,0.1
2,3,5.4,24.1,101.5,42.1,19.2,1389.0,3,7,0.28
1,1,8.3,10.4,192.3,58.1,19.3,562.0,3,2,0.35
14,0,4.7,33.9,137.2,46.1,5.4,305.0,2,9,0.31
13,3,7.6,16.8,18.2,49.1,16.0,460.0,0,2,0.1
4,3,8.0,40.7,185.6,22.3,3.4,1439.0,2,5,4.54
3,0,7.8,14.0,161.7,29.7,4.6,1036.0,1,4,0.14
10,3,7.9,21.7,29.2,74.0,1.5,602.0,2,7,0.29
13,0,4.7,17.5,179.3,40.0,4.4,322.0,9,4,0.1
8,2,5.9,19.2,131.3,64.0,3.7,1469.0,8,10,2.21
9,0,7.1,15.2,100.4,39.9,17.6,364.0,9,10,0.31
4,1,6.5,29.0,110.8,91.6,18.4,1224.0,0,3,18.07
4,1,8.3,30.5,189.0,31.6,18.0,1012.0,1,11,9.16
9,2,5.5,27.7,58.8,41.2,11.8,1220.0,6,11,0.97
4,0,7.8,32.8,9.2,85.8,7.9,1143.0,6,9,6.81
12,3,8.0,31.6,163.5,33.9,9.2,936.0,7,6,8.96
10,1,4.8,25.9,103.7,79.3,17.5,624.0,9,7,0.1
7,2,5.3,41.9,159.1,53.1,7.4,326.0,7,5,1.27
6,2,8.5,19.1,153.7,87.1,17.6,867.0,8,11,0.1
8,3,4.6,32.2,134.1,92.8,10.5,1150.0,1,8,0.71
14,3,4.9,30.5,173.1,68.8,4.7,1067.0,7,6,0.28
6,0,5.1,16.5,53.8,68.6,15.9,712.0,8,6,0.35
6,3,8.4,31.2,118.4,59.3,11.9,803.0,4,12,0.12
0,1,7.5,28.6,72.2,59.5,1.1,305.0,6,2,1.1
6,2,7.3,20.8,148.2,60.0,10.3,1500.0,9,7,0.32
5,0,4.8,23.8,58.7,26.9,2.1,190.0,5,9,0.92
4,1,7.1,38.8,191.5,57.3,14.8,1122.0,0,6,6.02
7,0,5.7,26.8,178.5,27.0,16.0,792.0,3,5,2.87
9,2,6.2,40.8,142.4,20.6,3.1,674.0,5,2,0.22
3,1,7.7,35.1,33.5,60.4,5.9,512.0,4,11,0.34
12,3,7.4,19.0,139.7,44.9,15.6,147.0,3,5,7.19
0,1,8.0,32.5,57.8,28.2,10.4,685.0,3,9,0.92
2,1,5.4,17.5,147.0,66.0,11.1,177.0,5,8,0.15
13,2,5.2,20.4,19.9,29.9,19.8,1167.0,0,5,0.25
4,1,5.9,15.3,146.4,50.2,11.4,46.0,0,8,4.48
5,3,5.5,41.0,130.0,84.9,5.9,742.0,9,6,0.56
12,0,8.1,15.8,40.5,48.2,4.5,1237.0,1,8,2.88
5,0,7.7,39.4,68.7,53.6,10.5,1298.0,3,3,0.34
0,1,7.8,32.6,68.2,67.8,4.2,1350.0,5,10,0.86
8,0,6.8,32.9,129.4,82.0,16.2,1078.0,0,8,1.34
13,1,8.2,19.0,180.3,59.0,2.5,699.0,0,2,0.1
2,2,7.5,34.3,136.9,88.7,7.8,310.0,4,11,0.15
11,2,6.0,33.0,177.5,53.2,18.3,867.0,9,2,0.1
12,2,4.8,14.9,64.2,50.6,14.3,1171.0,2,11,1.65
7,0,5.5,34.5,166.9,27.1,16.5,429.0,6,11,2.31
3,0,5.1,33.0,39.9,23.3,14.1,640.0,4,12,0.25
0,0,5.7,38.4,103.7,76.2,15.8,866.0,4,3,0.58
3,2,7.5,17.5,132.2,55.6,8.9,261.0,7,11,0.18
2,3,7.9,13.1,49.5,43.9,12.4,1038.0,7,1,0.36
12,3,8.4,40.1,168.4,66.7,5.9,612.0,8,11,2.22
8,1,6.8,30.8,95.9,84.6,5.7,641.0,9,6,2.87
9,1,5.5,18.9,106.3,29.5,16.4,1102.0,8,9,0.36
1,3,5.8,16.2,83.3,79.5,1.2,116.0,0,9,0.53
5,0,5.2,30.6,150.7,38.7,14.8,793.0,5,5,0.67
3,0,6.4,15.0,122.5,82.1,11.4,907.0,5,2,0.1
2,1,4.7,18.2,56.0,27.0,5.8,239.0,2,6,0.19
8,0,5.2,17.1,167.3,78.0,6.9,632.0,0,11,2.99
10,1,8.2,23.6,119.3,59.9,16.0,510.0,7,8,0.11
7,2,7.9,26.7,35.8,24.4,1.9,1053.0,1,6,6.53
12,3,7.1,29.6,41.0,70.1,16.8,362.0,4,6,11.07
9,3,8.4,19.1,122.6,92.3,0.7,820.0,2,2,0.27
7,0,5.9,37.3,181.7,34.6,18.1,1041.0,0,8,1.47
3,2,5.3,21.9,54.0,53.4,6.3,303.0,0,9,0.31
2,2,5.9,21.3,152.4,39.5,7.0,1093.0,4,11,0.13
1,1,8.1,29.6,174.8,29.9,9.9,1084.0,9,11,0.6
7,1,4.5,23.5,44.6,86.5,3.1,1124.0,4,7,5.17
8,2,6.6,33.5,142.3,40.9,17.7,1049.0,9,5,1.71
0,0,7.6,32.7,113.2,58.6,5.5,686.0,0,11,0.35
3,2,5.8,19.0,172.4,71.7,16.5,524.0,2,8,0.14
0,0,4.8,19.6,34.6,73.2,7.2,474.0,7,10,0.43
2,2,5.9,24.4,2.6,22.1,18.7,1222.0,6,2,0.23
3,1,5.8,13.2,122.9,68.6,15.2,1340.0,5,3,0.14
1,0,7.6,20.5,96.0,44.8,1.4,1107.0,0,11,0.65
1,0,7.1,28.6,63.5,82.6,18.9,494.0,6,1,0.33
3,2,4.7,20.7,93.3,69.6,9.4,1494.0,5,10,0.1
1,2,8.0,37.7,48.4,21.5,7.4,1446.0,2,6,0.26
7,0,5.6,18.7,23.6,66.2,11.4,1335.0,7,2,4.29
1,3,8.4,13.1,150.2,86.3,13.9,1389.0,6,11,0.76
11,2,8.3,31.7,85.9,46.8,1.9,618.0,2,5,0.1
12,1,7.8,22.6,93.9,93.1,2.6,616.0,0,9,6.34
4,0,7.3,25.7,101.5,82.5,17.9,837.0,2,8,11.11
10,3,5.9,15.5,20.7,46.9,12.5,1304.0,9,10,0.45
9,1,5.6,17.7,72.3,62.0,10.7,1055.0,3,7,1.22
6,1,8.4,37.3,40.4,45.3,7.5,1482.0,0,12,0.11
11,3,5.2,34.8,45.5,47.6,2.4,370.0,9,7,0.1
5,2,7.4,16.3,192.1,59.6,4.0,944.0,3,8,0.62
6,0,5.5,37.8,35.8,35.8,12.8,203.0,6,5,0.23
4,3,5.0,31.5,119.5,33.6,4.3,1090.0,2,10,11.52
4,1,8.1,24.3,137.8,66.8,1.8,659.0,1,12,13.89
5,2,8.4,15.5,25.3,42.1,10.5,1208.0,7,12,0.92
1,0,5.4,14.0,103.3,23.4,1.6,113.0,8,7,0.29
11,2,7.8,18.3,3.1,45.3,12.5,51.0,8,12,0.17
7,3,6.4,28.6,63.5,21.4,6.5,123.0,4,8,6.04
4,1,7.1,37.8,106.7,51.0,15.1,162.0,0,9,16.73
6,0,6.2,21.2,181.7,93.0,11.6,1161.0,1,6,0.38
2,1,6.1,23.5,178.0,52.8,18.6,584.0,9,8,0.32
0,2,7.7,37.3,152.8,71.5,10.7,790.0,6,1,0.43
5,3,6.1,12.1,158.9,77.9,8.5,225.0,8,11,0.48
6,1,6.0,38.8,33.0,45.3,12.2,612.0,8,6,0.45
5,2,8.3,34.2,36.6,28.7,6.4,681.0,3,5,1.03
12,1,5.1,26.3,157.1,83.2,0.6,966.0,9,10,4.3
0,0,5.2,35.7,148.1,62.6,5.1,201.0,4,6,0.73
11,3,4.5,18.8,177.2,58.5,15.1,291.0,6,11,0.15
5,0,7.2,41.9,57.4,59.0,0.6,1150.0,9,8,0.64
10,1,7.3,10.4,16.9,42.5,1.2,1401.0,5,2,0.21
12,1,5.2,22.5,110.6,63.3,11.2,758.0,1,2,10.9
6,1,7.7,40.1,101.0,24.4,8.3,979.0,2,3,0.1
1,3,5.5,39.2,192.2,32.8,16.2,269.0,4,4,0.16
12,0,4.7,29.4,135.4,75.2,15.3,819.0,0,10,2.11
1,3,7.3,25.2,22.8,29.8,18.4,681.0,6,4,0.73
0,3,6.9,41.4,160.0,83.1,8.2,1450.0,0,9,0.46
9,0,8.5,15.0,101.6,86.8,2.1,883.0,7,1,0.1
5,0,4.9,20.5,18.9,48.2,9.9,1304.0,4,8,1.08
14,1,4.5,13.3,171.3,85.7,17.1,1253.0,6,3,0.13
4,2,7.2,21.5,180.5,44.0,6.0,778.0,2,6,7.25
0,2,6.2,16.4,40.2,75.3,19.3,738.0,7,6,2.21
14,0,6.1,11.8,107.7,37.7,11.3,1149.0,1,4,0.21
0,3,7.3,10.1,169.4,25.2,10.1,495.0,8,7,0.67
9,3,6.0,39.9,59.4,42.1,19.7,417.0,7,10,0.79
4,0,4.9,11.1,143.2,90.3,13.1,396.0,1,1,2.76
10,2,6.4,17.3,62.3,73.9,11.5,389.0,0,11,0.28
11,3,4.9,10.9,67.6,42.8,8.9,1116.0,7,12,0.11
9,0,5.1,24.3,12.1,90.3,1.9,776.0,7,10,0.31
2,0,4.7,30.1,6.6,59.8,7.1,508.0,7,6,0.27
8,2,6.2,14.1,148.4,42.8,14.2,916.0,5,7,2.31
1,2,7.8,29.5,71.3,84.7,14.0,267.0,5,6,0.3
9,3,7.0,18.1,84.6,79.8,1.6,950.0,9,12,0.52
12,0,6.1,23.2,181.9,26.4,17.7,638.0,8,9,3.28
1,2,8.3,24.6,111.0,83.1,12.8,1279.0,1,5,0.33
1,3,6.5,20.3,55.6,31.7,10.0,1428.0,3,9,0.99
12,3,6.3,25.3,53.3,80.0,16.7,623.0,4,3,11.07
7,3,6.5,33.5,1.9,52.4,6.0,1322.0,4,8,2.94
14,3,6.6,22.8,191.9,58.4,19.9,429.0,4,11,0.46
10,3,5.7,11.8,35.8,73.4,16.2,907.0,4,6,0.12
8,1,7.2,17.1,13.2,81.6,19.1,203.0,4,7,3.04
9,2,7.5,26.5,31.4,41.5,14.0,1171.0,4,5,1.46
0,1,5.2,26.1,9.5,76.9,16.1,1127.0,1,11,0.5
5,1,4.9,17.7,193.7,32.5,16.2,1374.0,2,11,0.68
1,2,6.9,33.1,119.1,54.8,7.0,1306.0,9,2,0.22
7,3,7.5,41.5,83.1,68.6,16.8,1215.0,3,2,2.08
14,0,5.4,39.6,171.4,28.6,12.8,568.0,8,9,0.35
10,3,8.1,35.4,62.5,74.9,5.2,1105.0,2,9,0.1
7,3,8.2,41.0,183.0,71.8,7.3,1325.0,2,9,1.24
5,0,6.4,38.2,29.1,21.0,13.3,54.0,8,2,0.53
2,3,4.6,37.1,68.2,68.4,9.4,745.0,7,2,0.28
6,3,8.0,11.6,27.0,62.0,11.2,657.0,2,11,0.11
8,3,5.5,13.8,7.1,91.1,6.9,1086.0,8,6,2.83
3,1,8.1,18.7,45.6,79.2,18.9,544.0,3,5,0.51
2,1,6.7,18.8,72.3,65.7,0.6,568.0,5,6,0.24
12,0,7.8,19.5,102.6,82.7,18.0,1392.0,8,12,3.76
0,1,7.8,29.8,68.9,34.2,4.1,497.0,8,6,1.83
14,0,5.6,21.2,62.4,88.8,0.9,436.0,9,5,0.63
2,1,7.1,20.0,21.9,54.5,3.0,78.0,9,6,0.31
6,3,8.2,16.7,162.9,35.1,1.8,728.0,9,4,0.1
10,1,8.1,19.8,22.7,44.0,4.6,978.0,6,10,0.5
0,0,5.4,28.6,54.2,58.2,10.2,1208.0,8,8,1.17
3,0,4.8,25.9,94.7,88.5,4.1,603.0,8,10,0.1
14,1,6.5,30.8,43.5,71.0,12.9,756.0,5,5,1.23
9,0,4.5,39.8,84.3,44.9,4.1,885.0,7,2,0.23
3,1,7.1,40.8,194.7,77.3,2.6,541.0,1,8,0.11
1,0,5.5,21.6,75.6,74.5,5.6,433.0,5,8,0.33
2,3,6.8,18.5,170.7,75.5,5.5,199.0,6,10,0.11
1,2,7.7,19.4,77.3,31.5,8.1,632.0,7,8,0.35
3,3,8.3,38.8,83.4,80.7,12.9,692.0,4,3,0.27
5,3,6.0,22.7,65.9,49.2,15.0,287.0,5,6,1.53
7,3,6.5,33.9,22.2,44.1,2.5,247.0,7,9,5.72
14,2,7.9,16.9,112.8,30.7,9.6,408.0,3,8,0.28
5,3,8.2,13.6,62.7,24.8,3.2,1362.0,4,3,0.52
11,1,6.8,12.4,150.2,60.5,7.1,1088.0,1,11,0.32
8,1,7.6,19.1,0.9,61.2,11.1,1447.0,2,11,2.96
8,3,6.6,18.7,115.2,21.7,5.9,255.0,1,1,2.89
0,0,5.4,35.1,48.8,76.5,5.1,646.0,2,5,1.12
11,2,6.8,37.7,86.8,93.9,17.2,1287.0,3,8,0.1
3,3,7.9,27.6,137.8,89.3,17.8,216.0,4,1,0.18
9,2,4.6,12.7,173.7,79.1,1.1,1257.0,2,8,0.19
10,1,8.1,31.6,121.8,42.6,10.4,133.0,3,4,0.1
11,2,4.7,39.2,175.9,68.3,19.8,609.0,6,2,0.1
2,0,5.9,18.0,166.1,54.7,3.7,662.0,2,12,0.18
1,3,6.7,41.0,118.7,37.9,2.2,506.0,6,5,0.23
9,2,6.5,41.3,196.9,87.8,14.5,1097.0,9,4,0.4
3,3,8.2,36.7,33.3,73.3,19.2,312.0,9,7,0.4
0,1,8.4,30.7,169.2,54.8,14.9,899.0,9,1,0.44
10,1,6.1,33.4,113.9,39.5,12.6,235.0,9,8,0.12
4,3,6.9,25.5,98.9,76.3,6.6,1129.0,2,12,24.36
8,2,5.0,21.3,2.3,21.9,12.5,297.0,2,1,1.16
